ds,yhat
2022-01-01,134.99999577893112
2022-01-06,78.00003485397447
2022-02-02,13.999924515832902
2022-02-04,255.99992638638741
2022-03-04,337.00000873656825
2022-03-05,6.0000075277571625
2022-04-02,419.00005413955853
2022-04-04,160.00004464929262
2022-05-04,28.000018713430165
2022-06-06,39.99999377897632
2022-07-03,35.0000127035172
2022-07-04,28.000010438429854
2022-07-05,394.00000313813246
2022-08-05,186.999989010938
2022-09-05,18.99994064003829
2022-12-05,251.0000168003985
2022-12-06,33.00001145903775
2022-12-07,731.4977173648589
2022-12-08,1894.6379327932257
2022-12-09,1428.6604789997864
2022-12-10,1312.8896848680492
2022-12-11,2451.414307364556
2022-12-12,1958.9820302911273
2022-12-13,1846.2863982110823
2022-12-14,2595.065360816072
2022-12-15,3754.1221672891925
2022-12-16,3231.6815400260766
2022-12-17,3010.2812909578015
2022-12-18,3998.3266373608235
2022-12-19,3315.8355229186072
2022-12-20,2979.5574577444054
2022-12-21,3477.890063334308
2022-12-22,4366.709281269122
2022-12-23,3561.5314555471214
2022-12-24,3052.212648761956
2022-12-25,3754.3174238650126
2022-12-26,2794.6900217515868
2022-12-27,2196.4146070510387
2022-12-28,2453.592362533498
2022-12-29,3127.0543406788634
2022-12-30,2136.4305275815477
2022-12-31,1474.781981885269
2023-01-01,2059.9290239149527
2023-01-02,1020.0083948517574
2023-01-03,378.44532123111287
2023-01-04,628.7668470023928
2023-01-05,1330.3733072623384
