ds,forecast_best,Product ID
2022-01-05,217.42352271349347,P0008
2022-01-12,2.099889059209893,P0008
2022-01-21,39.96823267115088,P0008
2022-02-08,22.38717146485202,P0008
2022-02-13,126.0209702768378,P0008
2022-02-14,143.77088517649094,P0008
2022-02-17,71.95537270821787,P0008
2022-02-22,235.152744611884,P0008
2022-02-27,234.95462385860696,P0008
2022-03-07,186.34236977251015,P0008
2022-03-17,49.40109818415503,P0008
2022-03-25,236.33096874869216,P0008
2022-04-04,84.13365158914203,P0008
2022-04-05,78.71869654457313,P0008
2022-04-15,220.39442865068145,P0008
2022-04-17,141.85779498821267,P0008
2022-04-24,132.27367072146973,P0008
2022-04-28,-34.285794814531556,P0008
2022-04-29,166.3358310283689,P0008
2022-04-30,185.73628995003844,P0008
2022-05-04,39.17353900296126,P0008
2022-05-06,104.2712803349573,P0008
2022-05-08,17.903781040071408,P0008
2022-05-19,80.09269881934718,P0008
2022-05-21,357.4786386858648,P0008
2022-05-23,252.4237702466437,P0008
2022-05-26,126.16531459121624,P0008
2022-05-30,183.17004414886392,P0008
2022-06-02,-16.247571295114525,P0008
2022-06-04,176.75546689310096,P0008
2022-06-06,9.171469165601621,P0008
2022-06-08,-0.9690003949946941,P0008
2022-06-17,217.68212603986558,P0008
2022-06-23,164.96773284989212,P0008
2022-06-28,173.7448172263369,P0008
2022-06-29,132.29294077426968,P0008
2022-06-30,-85.43231643820128,P0008
2022-07-01,36.700487610428695,P0008
2022-07-02,-34.87567488797764,P0008
2022-07-03,-271.3937238811891,P0008
2022-07-04,-395.96716088233666,P0008
2022-07-05,-528.8260662235928,P0008
2022-07-06,-638.7474943515185,P0008
2022-07-07,-909.9271131298045,P0008
2022-07-08,-823.1050164977621,P0008
2022-07-09,-908.9802933917206,P0008
2022-07-10,-1136.2760360159787,P0008
2022-07-11,-1226.0471018781855,P0008
2022-07-12,-1297.0018555293705,P0008
2022-07-13,-1317.008251363792,P0008
2022-07-14,-1470.0285401868948,P0008
2022-07-15,-1237.2932089582193,P0008
2022-07-16,-1150.746733308699,P0008
2022-07-17,-1181.1252063764744,P0008
2022-07-18,-1052.256980786287,P0008
2022-07-19,-886.3568623065569,P0008
2022-07-20,-655.4840551381562,P0008
2022-07-21,-548.4085288418418,P0008
2022-07-22,-51.69736041802905,P0008
2022-07-23,296.9448745969178,P0008
2022-07-24,520.7195762081564,P0008
2022-07-25,889.5678090344953,P0008
2022-07-26,1275.0207149116134,P0008
2022-07-27,1698.8931213704195,P0008
2022-07-28,1966.572050267501,P0008
2022-07-29,2586.0847363320245,P0008
