ds,forecast_best,Product ID
2022-01-01,135.94915520286338,P0018
2022-01-26,177.58459699538182,P0018
2022-01-29,252.57177365988412,P0018
2022-02-02,120.56769243359773,P0018
2022-02-04,312.79053023703204,P0018
2022-02-26,135.02929977642614,P0018
2022-03-07,-33.75364191954475,P0018
2022-03-14,132.86816576853425,P0018
2022-03-20,320.4014596939403,P0018
2022-03-21,227.64414750499174,P0018
2022-03-22,157.5279190692415,P0018
2022-03-28,187.1736082534555,P0018
2022-04-02,285.91952133936337,P0018
2022-04-03,206.3640023972467,P0018
2022-04-04,96.97952426189252,P0018
2022-04-05,14.003535877465907,P0018
2022-04-07,73.8544669022505,P0018
2022-04-16,172.43499161542425,P0018
2022-04-18,1.0346041328736533,P0018
2022-04-20,-11.115337580900928,P0018
2022-04-22,119.40010312360124,P0018
2022-04-24,89.8979631923529,P0018
2022-04-25,-5.7994473678253655,P0018
2022-04-28,14.899189467902403,P0018
2022-05-03,-17.884622208967897,P0018
2022-05-07,275.9730516664625,P0018
2022-05-08,224.94434456222726,P0018
2022-05-09,143.45929421388036,P0018
2022-05-12,196.27943191129748,P0018
2022-05-22,322.0563574359769,P0018
2022-05-28,311.7353615433103,P0018
2022-05-30,113.44206370585152,P0018
2022-06-01,72.55850609216102,P0018
2022-06-06,10.107155309013649,P0018
2022-06-12,89.61686485863464,P0018
2022-06-13,-1.6518901251019997,P0018
2022-06-21,65.69582376601429,P0018
2022-06-22,156.94853580140088,P0018
2022-06-23,199.64700555173556,P0018
2022-06-24,345.81047560512565,P0018
2022-06-25,410.9099079050609,P0018
2022-06-26,371.3397641827803,P0018
2022-06-27,300.01603369565976,P0018
2022-06-28,252.27819296934973,P0018
2022-06-29,338.05537843882234,P0018
2022-06-30,370.374805423422,P0018
2022-07-01,500.7294903697608,P0018
2022-07-02,544.0858827563659,P0018
2022-07-03,476.37399398019465,P0018
2022-07-04,370.1057832936004,P0018
2022-07-05,280.2989987913471,P0018
2022-07-06,316.6661548388928,P0018
2022-07-07,292.1459794706064,P0018
2022-07-08,358.29360522442994,P0018
2022-07-09,330.3092637236195,P0018
2022-07-10,184.54718713333318,P0018
2022-07-11,-5.850418025384414,P0018
2022-07-12,-185.01800208344173,P0018
2022-07-13,-242.17105191302647,P0018
2022-07-14,-363.0736284947699,P0018
2022-07-15,-394.6534188673047,P0018
2022-07-16,-519.98503010929,P0018
2022-07-17,-760.800141442845,P0018
2022-07-18,-1041.8797769719285,P0018
2022-07-19,-1305.1522948314403,P0018
2022-07-20,-1437.537932577542,P0018
2022-07-21,-1622.4627860309688,P0018
2022-07-22,-1704.5258176915768,P0018
2022-07-23,-1864.5386410374788,P0018
