ds,forecast_best,Product ID
2022-01-06,83.75483239488278,P0007
2022-01-08,50.544467092617936,P0007
2022-01-10,81.79708302563444,P0007
2022-01-16,31.906971320170555,P0007
2022-01-23,139.6918372581406,P0007
2022-01-29,252.62451908935242,P0007
2022-02-03,356.28885041510273,P0007
2022-02-05,294.49249292133067,P0007
2022-02-12,160.20847870479122,P0007
2022-02-17,129.86793818657384,P0007
2022-02-18,74.23794668381191,P0007
2022-02-19,70.6747623368567,P0007
2022-02-27,207.1331580677288,P0007
2022-02-28,211.99821395883788,P0007
2022-03-03,257.0690731450799,P0007
2022-03-10,259.4576024738898,P0007
2022-03-11,199.5521710886557,P0007
2022-03-20,129.06321452559126,P0007
2022-03-26,73.35710271528689,P0007
2022-03-28,140.15050788150398,P0007
2022-04-01,161.91495105504163,P0007
2022-04-03,251.89723615563923,P0007
2022-04-06,327.14824498808514,P0007
2022-04-09,271.4319311277473,P0007
2022-04-22,194.7397834820594,P0007
2022-04-24,231.0852887026569,P0007
2022-04-25,212.82333573172838,P0007
2022-04-29,151.6932091151284,P0007
2022-05-05,203.75204957107542,P0007
2022-05-08,214.07696665384947,P0007
2022-05-11,244.99679360187156,P0007
2022-05-12,209.96302004736106,P0007
2022-05-16,198.25463304395953,P0007
2022-05-19,196.79747165583666,P0007
2022-05-20,145.59865990385634,P0007
2022-05-24,192.65831895001634,P0007
2022-05-26,188.0680519956478,P0007
2022-05-27,138.79045104064573,P0007
2022-05-30,181.72155027053168,P0007
2022-05-31,190.05502619424658,P0007
2022-06-05,181.14956336246814,P0007
2022-06-14,160.97286719061947,P0007
2022-06-18,134.17113541294157,P0007
2022-06-20,199.5520600443067,P0007
2022-06-21,218.72339353597715,P0007
2022-06-23,228.55755927055498,P0007
2022-06-26,210.1045515955717,P0007
2022-06-28,135.89921563379392,P0007
2022-06-29,105.33294827757675,P0007
2022-06-30,-11.676640735985302,P0007
2022-07-01,-167.17918403840548,P0007
2022-07-02,-301.35739578125845,P0007
2022-07-03,-409.5649249214169,P0007
2022-07-04,-616.3542353857622,P0007
2022-07-05,-838.3026793481191,P0007
2022-07-06,-1075.2412510194265,P0007
2022-07-07,-1416.0680713702745,P0007
2022-07-08,-1810.5722099206937,P0007
2022-07-09,-2196.028017915806,P0007
2022-07-10,-2564.2398086748867,P0007
2022-07-11,-3035.5943348389656,P0007
2022-07-12,-3521.929912885891,P0007
2022-07-13,-4017.826893544507,P0007
2022-07-14,-4606.501233833602,P0007
2022-07-15,-5231.725955832167,P0007
2022-07-16,-5824.5393130338425,P0007
2022-07-17,-6370.417622406816,P0007
2022-07-18,-6983.467834140613,P0007
2022-07-19,-7569.44585016169,P0007
2022-07-20,-8117.202043092143,P0007
2022-07-21,-8704.732143928444,P0007
2022-07-22,-9271.254435710089,P0007
2022-07-23,-9744.068056039108,P0007
2022-07-24,-10105.866278001306,P0007
2022-07-25,-10469.055787457968,P0007
2022-07-26,-10738.884057473497,P0007
2022-07-27,-10904.97261452348,P0007
2022-07-28,-11047.431068424088,P0007
2022-07-29,-11108.970009653432,P0007
