ds,yhat
2022-02-02,91.99997759358706
2022-04-05,89.99999497143568
2022-05-02,420.99998628028777
2022-05-03,302.99998361566645
2022-05-05,316.9999846462202
2022-05-06,210.9999627420451
2022-08-06,455.000004808106
2022-09-06,74.9999823437775
2022-10-05,354.9999933689021
2022-10-06,71.99998449125025
2022-11-01,178.00002810647464
2022-11-04,53.00001702313091
2022-12-05,62.00003009650743
2022-12-06,129.00002987613834
2022-12-07,988.689295303323
2022-12-08,554.4676426820799
2022-12-09,671.821034936251
2022-12-10,1071.3372721232404
2022-12-11,3023.3406611161854
2022-12-12,1087.1850743881387
2022-12-13,1167.5610005070964
2022-12-14,2021.329620419409
2022-12-15,1561.181402651831
2022-12-16,1632.4115388122855
2022-12-17,1965.9529226773184
2022-12-18,3833.0122004668674
2022-12-19,1794.3481346338726
2022-12-20,1756.54820615264
2022-12-21,2478.8172929858415
2022-12-22,1876.5771783500318
2022-12-23,1798.1708908093683
2022-12-24,1977.814629238893
2022-12-25,3690.1451581955835
2022-12-26,1499.404511347412
2022-12-27,1315.620682498653
2022-12-28,1901.3009732199614
2022-12-29,1174.939573766769
2022-12-30,987.636108959104
2022-12-31,1075.9704567103063
2023-01-01,2716.484027301318
2023-01-02,474.81132205323627
2023-01-03,261.822051496023
2023-01-04,840.2916526833679
2023-01-05,128.40248893003854
