ds,yhat
2022-01-03,77.00000231785839
2022-01-05,152.00000500116022
2022-02-04,134.00000413130508
2022-02-06,420.0000042173639
2022-03-02,145.00001062748004
2022-03-05,477.9999937573549
2022-04-01,72.99997229635075
2022-05-03,45.00003949571828
2022-06-06,504.99996816031023
2022-07-03,230.9999991996585
2022-08-04,14.00002596671996
2022-08-05,423.000021965256
2022-09-01,169.99996431728528
2022-09-03,204.99996225365334
2022-09-05,298.9999721230305
2022-10-01,112.00000499417953
2022-10-02,359.0000081069435
2022-10-03,163.0000138417664
2022-11-03,42.999996050991
2022-11-04,391.499807505672
2022-11-05,736.2570257235761
2022-11-06,1289.0170729453325
2022-11-07,1398.322004276768
2022-11-08,3323.1993446120086
2022-11-09,2035.0023730471503
2022-11-10,1404.3377659077682
2022-11-11,1661.818016857456
2022-11-12,1894.2879240431384
2022-11-13,2314.793620479696
2022-11-14,2273.5932327716973
2022-11-15,4031.8287680527114
2022-11-16,2563.339751095402
2022-11-17,1741.5546468668263
2022-11-18,1800.197872996599
2022-11-19,1829.4623423078654
2022-11-20,2045.9169208251576
2022-11-21,1803.4490415331443
2022-11-22,3366.8634537998955
2022-11-23,1713.6192070239467
2022-11-24,720.6426414285627
2022-11-25,624.9560479900535
2022-11-26,519.7738681942728
2022-11-27,624.337772667754
2022-11-28,294.79278252272104
2022-11-29,1797.727253217467
2022-11-30,111.8605220340487
2022-12-01,-885.1824933237291
2022-12-02,-956.2688047386016
2022-12-03,-1008.6741012619889
