ds,yhat
2022-01-06,308.00012475957567
2022-03-03,93.99999742777311
2022-05-05,223.00005379186922
2022-05-06,33.999985653030876
2022-06-03,275.0000153072902
2022-06-05,72.00004187833395
2022-07-04,15.000033678192494
2022-08-01,194.00006870836324
2022-09-05,359.0000006358043
2022-09-06,78.00000206962594
2022-10-02,520.9999516473412
2022-10-06,229.9999982201029
2022-11-02,158.00000946163559
2022-11-03,125.00002223643281
2022-12-01,64.00001056548457
2022-12-02,198.9999416086262
2022-12-06,74.99997774636896
2022-12-07,372.9743638028566
2022-12-08,1453.6378476504244
2022-12-09,1058.596725521012
2022-12-10,5247.976293613453
2022-12-11,1888.063399452
2022-12-12,236.49270921707537
2022-12-13,-886.2162953986889
2022-12-14,-922.9286903440677
2022-12-15,-116.41627796299056
2022-12-16,-722.144198537301
2022-12-17,3321.071911102955
2022-12-18,-121.2249260178123
2022-12-19,-1793.8319086931028
2022-12-20,-2880.19145314418
2022-12-21,-2828.465600724163
2022-12-22,-1887.8333576082257
2022-12-23,-2321.0303706569516
2022-12-24,1925.2547871898832
2022-12-25,-1291.6437419498525
2022-12-26,-2724.804114472944
2022-12-27,-3565.768413116852
2022-12-28,-3270.3814961869857
2022-12-29,-2094.8771155926406
2022-12-30,-2308.236273566025
2022-12-31,2137.5634488493506
2023-01-01,-904.3671167102848
2023-01-02,-2190.1939572460137
2023-01-03,-2913.381942646462
2023-01-04,-2530.5436855400903
2023-01-05,-1297.5733571527976
