ds,forecast_best,Product ID
2022-01-12,422.30349879502364,P0016
2022-01-24,46.14887219719776,P0016
2022-01-29,68.29631927530522,P0016
2022-02-08,55.34652869351737,P0016
2022-02-12,90.43078508801989,P0016
2022-02-13,184.08662399124546,P0016
2022-02-19,240.73938456011,P0016
2022-02-21,130.45157710474837,P0016
2022-02-25,251.27334184665744,P0016
2022-03-01,282.22248424880513,P0016
2022-03-07,6.581396427729942,P0016
2022-03-09,455.48203053227417,P0016
2022-03-20,56.434551139433324,P0016
2022-03-26,-1.9388016752347994,P0016
2022-04-10,265.15031248667185,P0016
2022-04-19,206.94889560568345,P0016
2022-04-22,93.46374354532804,P0016
2022-04-28,151.35875646583895,P0016
2022-05-07,105.62087343291728,P0016
2022-05-09,8.349193901862463,P0016
2022-05-12,302.8851807559304,P0016
2022-05-15,284.8469355192142,P0016
2022-05-16,82.40026332300818,P0016
2022-05-20,156.19293990819392,P0016
2022-05-24,134.9824977174933,P0016
2022-06-03,-21.797721857185707,P0016
2022-06-05,114.54889605059884,P0016
2022-06-07,153.68335106451536,P0016
2022-06-12,346.3359084220458,P0016
2022-06-18,295.23482371943055,P0016
2022-06-20,101.41436700742088,P0016
2022-06-23,231.37598032474557,P0016
2022-06-24,65.19923901563493,P0016
2022-06-28,166.09063654067972,P0016
2022-06-29,549.3959321341172,P0016
2022-06-30,434.0232335849619,P0016
2022-07-01,469.54986258193185,P0016
2022-07-02,714.6061874735416,P0016
2022-07-03,1068.2820874927356,P0016
2022-07-04,1214.7188713382704,P0016
2022-07-05,1813.3874930821237,P0016
2022-07-06,2609.745743159987,P0016
2022-07-07,2941.200162777526,P0016
2022-07-08,3451.431405353127,P0016
2022-07-09,4191.876679030708,P0016
2022-07-10,5053.208372077952,P0016
2022-07-11,5710.0349238235385,P0016
2022-07-12,6811.324157038185,P0016
2022-07-13,8091.2401232877055,P0016
2022-07-14,8875.316581708037,P0016
2022-07-15,9795.022229663566,P0016
2022-07-16,10889.506789156592,P0016
2022-07-17,12037.361674513304,P0016
2022-07-18,12901.615187181971,P0016
2022-07-19,14120.455725026468,P0016
2022-07-20,15418.366868166298,P0016
2022-07-21,16112.589979784896,P0016
2022-07-22,16827.96184876601,P0016
2022-07-23,17598.90896860777,P0016
2022-07-24,18301.424948726406,P0016
2022-07-25,18598.24425096632,P0016
2022-07-26,19129.699653717616,P0016
2022-07-27,19624.942069348985,P0016
2022-07-28,19408.43413033822,P0016
