ds,yhat
2022-01-01,104.99992005446776
2022-01-03,119.9999409228783
2022-02-01,172.9999897849531
2022-02-04,56.00001983457247
2022-03-05,144.99997751262407
2022-04-06,43.000048623439454
2022-05-06,18.999992006890466
2022-06-04,15.000005068041446
2022-07-02,186.9999601059452
2022-07-04,141.9999744978869
2022-08-01,191.00000363956815
2022-08-06,272.99998215617717
2022-09-02,237.99997180997468
2022-10-04,62.0000519484272
2022-10-06,25.000023131493776
2022-11-02,329.000031442053
2022-11-04,629.000028670953
2022-12-02,389.00003138717955
2022-12-04,36.00001606660953
2022-12-05,68.00001207752098
2022-12-06,1639.6361451197336
2022-12-07,-1097.0612355890166
2022-12-08,1482.024693698692
2022-12-09,-1893.131491519252
2022-12-10,-1610.0938943495698
2022-12-11,-1931.865262040866
2022-12-12,-1686.8374830642654
2022-12-13,130.36115110317064
2022-12-14,-2332.977950513857
2022-12-15,541.6574931851032
2022-12-16,-2522.122332291673
2022-12-17,-1918.8746382738484
2022-12-18,-1919.0701883595282
2022-12-19,-1358.8707404528595
2022-12-20,759.211891179695
2022-12-21,-1425.329381425162
2022-12-22,1698.508300371575
2022-12-23,-1152.6812299081814
2022-12-24,-379.7801078679322
2022-12-25,-258.70547143074305
2022-12-26,369.9835372441677
2022-12-27,2500.575326695991
2022-12-28,270.6827513313058
2022-12-29,3290.83985940848
2022-12-30,278.6405148943147
2022-12-31,835.6926040472832
2023-01-01,690.0421313143192
2023-01-02,1006.5107405590066
2023-01-03,2786.0916358762615
2023-01-04,174.29617564696935
