ds,forecast_best,Product ID
2022-01-11,275.70301976134,P0001
2022-01-16,206.3558799661057,P0001
2022-01-21,181.45094651686952,P0001
2022-01-23,251.68327378656141,P0001
2022-01-25,251.92695028989652,P0001
2022-02-02,304.2401094187962,P0001
2022-02-05,174.99372386758677,P0001
2022-02-07,121.08272591944876,P0001
2022-02-09,205.7943220359927,P0001
2022-02-11,20.451490176802622,P0001
2022-02-13,68.47009477141512,P0001
2022-02-14,68.73903686347887,P0001
2022-03-03,244.2473256260323,P0001
2022-03-05,222.74581724660663,P0001
2022-03-07,183.7746718745385,P0001
2022-03-10,189.19614185902708,P0001
2022-03-13,95.24618014078862,P0001
2022-03-20,-14.020385330172644,P0001
2022-03-31,49.98912036306933,P0001
2022-04-03,40.396640965609436,P0001
2022-04-10,92.37328930967931,P0001
2022-04-11,95.36995786173884,P0001
2022-04-14,134.26048724531938,P0001
2022-04-15,29.97406603546142,P0001
2022-04-18,77.64115584706212,P0001
2022-05-01,145.00008995080304,P0001
2022-05-06,144.23147961435916,P0001
2022-05-07,234.34730099524654,P0001
2022-05-08,211.5415392015533,P0001
2022-05-13,127.82364508008072,P0001
2022-05-17,110.51060622200077,P0001
2022-05-23,9.639988521293844,P0001
2022-05-25,103.47157658122751,P0001
2022-05-31,48.29463451294646,P0001
2022-06-03,76.19764307918172,P0001
2022-06-05,191.16243818744533,P0001
2022-06-09,324.34975555196877,P0001
2022-06-18,226.36372829299057,P0001
2022-06-19,180.49728813165302,P0001
2022-06-22,275.80699592549763,P0001
2022-06-23,229.07328474016379,P0001
2022-06-24,166.1175703592162,P0001
2022-06-25,309.92241692773007,P0001
2022-06-26,368.71436184778963,P0001
2022-06-27,484.1610715361813,P0001
2022-06-28,622.6428534295383,P0001
2022-06-29,918.5973530614827,P0001
2022-06-30,1068.0582443693775,P0001
2022-07-01,1220.8108386145736,P0001
2022-07-02,1597.0758043995834,P0001
2022-07-03,1901.6151497598053,P0001
2022-07-04,2271.9620612587505,P0001
2022-07-05,2669.7446833680983,P0001
2022-07-06,3224.1024031545226,P0001
2022-07-07,3625.314659339027,P0001
2022-07-08,4017.0638853426703,P0001
2022-07-09,4613.241948952319,P0001
2022-07-10,5112.19192258776,P0001
2022-07-11,5645.08401579795,P0001
2022-07-12,6167.392598155718,P0001
2022-07-13,6802.469397089893,P0001
2022-07-14,7235.3291617340565,P0001
2022-07-15,7605.065513655212,P0001
2022-07-16,8121.80239186685,P0001
2022-07-17,8481.069003355205,P0001
2022-07-18,8812.29332222597,P0001
2022-07-19,9070.377512751993,P0001
2022-07-20,9379.34714236777,P0001
2022-07-21,9426.187684889761,P0001
2022-07-22,9353.28375701572,P0001
2022-07-23,9375.364805350568,P0001
