ds,forecast_best,Product ID
2022-01-02,125.5767590726461,P0017
2022-01-05,115.75286257507037,P0017
2022-01-24,255.76389220519246,P0017
2022-01-25,208.20883603316844,P0017
2022-01-30,61.993810273144504,P0017
2022-02-05,202.0222257215505,P0017
2022-02-06,27.048112102455434,P0017
2022-02-07,155.87891497237368,P0017
2022-02-11,160.30054421751302,P0017
2022-02-12,216.00703768508396,P0017
2022-02-16,83.70517972373364,P0017
2022-02-21,221.87477041143336,P0017
2022-02-22,189.45110682626583,P0017
2022-02-23,118.2116500875211,P0017
2022-02-25,225.62017266954268,P0017
2022-02-26,276.3705720542581,P0017
2022-03-03,149.66027561129005,P0017
2022-03-07,173.74255409985463,P0017
2022-03-09,40.38621883339266,P0017
2022-03-18,69.26792142325525,P0017
2022-03-24,47.31362822812844,P0017
2022-03-26,182.73371296389644,P0017
2022-03-29,156.6468030293282,P0017
2022-04-01,246.96290356598718,P0017
2022-04-14,267.54924129796865,P0017
2022-04-15,310.2159799021379,P0017
2022-04-17,156.9593255211637,P0017
2022-04-18,268.76964392343007,P0017
2022-04-19,214.89059722180406,P0017
2022-04-23,229.64763046429252,P0017
2022-04-24,42.43840383068499,P0017
2022-04-27,33.395486640213335,P0017
2022-05-02,148.3945133081108,P0017
2022-05-05,114.29655185125256,P0017
2022-05-09,221.3741638259093,P0017
2022-05-11,130.26404636105474,P0017
2022-05-13,248.26726991576783,P0017
2022-05-16,260.6867645846819,P0017
2022-05-26,150.41794578625672,P0017
2022-05-27,204.09510317313556,P0017
2022-05-29,84.49055086843782,P0017
2022-05-31,189.53402074866887,P0017
2022-06-09,288.23206882928514,P0017
2022-06-18,369.9413302249813,P0017
2022-06-19,178.90303111733573,P0017
2022-06-21,236.58647997208917,P0017
2022-06-24,235.98888634668893,P0017
2022-06-28,280.0983029476032,P0017
2022-06-29,257.49778059751304,P0017
2022-06-30,374.8666766473475,P0017
2022-07-01,516.213312540233,P0017
2022-07-02,672.1240016743766,P0017
2022-07-03,622.773503823883,P0017
2022-07-04,895.7517061881476,P0017
2022-07-05,1023.134360389429,P0017
2022-07-06,1131.414574459886,P0017
2022-07-07,1380.7649951660935,P0017
2022-07-08,1652.1894176504816,P0017
2022-07-09,1933.0582669948576,P0017
2022-07-10,2000.1866710762242,P0017
2022-07-11,2377.7364779088302,P0017
2022-07-12,2594.368426562291,P0017
2022-07-13,2773.2593165722315,P0017
2022-07-14,3071.4520648657,P0017
2022-07-15,3367.0951968032464,P0017
2022-07-16,3645.0639353688066,P0017
2022-07-17,3680.119294910467,P0017
2022-07-18,3994.884248055745,P0017
2022-07-19,4117.06098040984,P0017
2022-07-20,4169.502034922777,P0017
2022-07-21,4309.601402424485,P0017
2022-07-22,4416.560538217165,P0017
2022-07-23,4477.020217626053,P0017
2022-07-24,4268.213744301728,P0017
2022-07-25,4315.920080429657,P0017
2022-07-26,4151.640832351079,P0017
2022-07-27,3902.614245710003,P0017
2022-07-28,3731.1330561237305,P0017
2022-07-29,3521.722394678348,P0017
