ds,forecast_best,Product ID
2022-01-03,435.1213797443683,P0004
2022-01-15,73.75939337678915,P0004
2022-01-16,63.47284837143425,P0004
2022-01-19,165.37305972484788,P0004
2022-01-23,124.48251240786081,P0004
2022-01-24,83.84629449653923,P0004
2022-01-27,323.9057596319637,P0004
2022-01-29,244.50804249537916,P0004
2022-02-04,195.43827244431466,P0004
2022-02-07,204.48759966017695,P0004
2022-02-12,182.43750265054624,P0004
2022-02-13,159.2150291847664,P0004
2022-02-19,80.83630311253285,P0004
2022-02-25,14.620039205074278,P0004
2022-02-26,125.20087063080554,P0004
2022-03-11,178.98451889980072,P0004
2022-03-19,123.03774143267687,P0004
2022-04-07,233.06997815344377,P0004
2022-04-11,131.2566455073925,P0004
2022-04-16,230.24513318852692,P0004
2022-04-21,295.6162858250033,P0004
2022-04-22,66.29730869873558,P0004
2022-04-23,142.0451485274324,P0004
2022-04-24,117.61526940484137,P0004
2022-04-27,151.05946168921884,P0004
2022-05-01,-11.664998697895584,P0004
2022-05-05,80.22088517246405,P0004
2022-05-12,126.34410531279597,P0004
2022-05-15,46.96384815288377,P0004
2022-05-23,88.66437285294842,P0004
2022-05-29,200.19854421542863,P0004
2022-06-05,226.54171405424864,P0004
2022-06-07,248.50728315659143,P0004
2022-06-08,311.3615535671914,P0004
2022-06-14,159.42643623624105,P0004
2022-06-19,33.343890902056984,P0004
2022-06-23,128.47004236870757,P0004
2022-06-27,58.79725375712215,P0004
2022-06-28,203.13566252386914,P0004
2022-06-29,342.49229057779456,P0004
2022-06-30,450.5238495469872,P0004
2022-07-01,337.4846716183408,P0004
2022-07-02,544.5880780434338,P0004
2022-07-03,665.333279416057,P0004
2022-07-04,741.7272369721145,P0004
2022-07-05,975.2011716216018,P0004
2022-07-06,1198.4032988071106,P0004
2022-07-07,1382.281341724383,P0004
2022-07-08,1334.3133179612873,P0004
2022-07-09,1592.9378443834003,P0004
2022-07-10,1748.95511389781,P0004
2022-07-11,1841.8262071500294,P0004
2022-07-12,2070.668464623311,P0004
2022-07-13,2266.1263883091688,P0004
2022-07-14,2397.529422534481,P0004
2022-07-15,2271.1928705486353,P0004
2022-07-16,2424.91097967707,P0004
2022-07-17,2449.4112267696582,P0004
2022-07-18,2384.69549875521,P0004
2022-07-19,2431.064141006814,P0004
2022-07-20,2421.000863372903,P0004
2022-07-21,2326.328700216959,P0004
2022-07-22,1956.4924993293841,P0004
2022-07-23,1853.0165990620417,P0004
2022-07-24,1610.906787087653,P0004
2022-07-25,1274.9227481967764,P0004
2022-07-26,1050.5179413266212,P0004
2022-07-27,775.6263097450242,P0004
